"time_ms","time_sec","lanes","lane_count","duration_ms","type","section","pattern","intent"
"30920","30.920","J","1","0","tap","push and pull","recruit_answer","counter nudge Straight-beat revision: snapped to quarter-beat 61."
"31802","31.802","F","1","0","tap","push and pull","recruit_answer","left answer Straight-beat revision: snapped to quarter-beat 63."
"32684","32.684","D","1","0","tap","push and pull","recruit_answer","left close Straight-beat revision: snapped to quarter-beat 65."
"33126","33.126","D","1","0","tap","push and pull","recruit_push","left question begins the persuasion loop Straight-beat revision: snapped to quarter-beat 66."
"33567","33.567","F","1","0","tap","push and pull","recruit_push","left nudge Straight-beat revision: snapped to quarter-beat 67."
"34449","34.449","J","1","0","tap","push and pull","recruit_push","right answer follows the music phrase Straight-beat revision: snapped to quarter-beat 69."
"35332","35.332","K","1","0","tap","push and pull","recruit_push","right close Straight-beat revision: snapped to quarter-beat 71."
"35773","35.773","K","1","0","tap","push and pull","recruit_answer","right counter-question Straight-beat revision: snapped to quarter-beat 72."
"36214","36.214","J","1","0","tap","push and pull","recruit_answer","counter nudge Straight-beat revision: snapped to quarter-beat 73."
"37096","37.096","F","1","0","tap","push and pull","recruit_answer","left answer Straight-beat revision: snapped to quarter-beat 75."
"37537","37.537","F+K","2","0","chord","push and pull","recruit_offer_chord","bright counter-accent Straight-beat revision: snapped to quarter-beat 76."
"38420","38.420","F","1","882","hold","push and pull","recruit_hold_suspense","brief hesitation sustain Straight-beat revision: snapped to quarter-beat 78."
"39743","39.743","K","1","0","tap","push and pull","recruit_hold_suspense","right-side reply after hesitation Straight-beat revision: snapped to quarter-beat 81."
"41067","41.067","D","1","0","tap","rising tension","recruit_push","tension phrase anchor follows a strong bar pulse Straight-beat revision: snapped to quarter-beat 84."
"41508","41.508","F","1","0","tap","rising tension","recruit_push","quick but readable pressure step Straight-beat revision: snapped to quarter-beat 85."
"41949","41.949","J","1","0","tap","rising tension","recruit_push","answer step Straight-beat revision: snapped to quarter-beat 86."
"42832","42.832","K","1","0","tap","rising tension","recruit_push","phrase close Straight-beat revision: snapped to quarter-beat 88."
"43273","43.273","K","1","0","tap","rising tension","recruit_answer","tension phrase anchor follows a strong bar pulse Straight-beat revision: snapped to quarter-beat 89."
"44155","44.155","J","1","0","tap","rising tension","recruit_answer","quick but readable pressure step Straight-beat revision: snapped to quarter-beat 91."
"44596","44.596","F","1","0","tap","rising tension","recruit_answer","answer step Straight-beat revision: snapped to quarter-beat 92."
"45037","45.037","D","1","0","tap","rising tension","recruit_answer","phrase close Straight-beat revision: snapped to quarter-beat 93."
"45920","45.920","D","1","0","tap","rising tension","recruit_push","tension phrase anchor follows a strong bar pulse Straight-beat revision: snapped to quarter-beat 95."
"46361","46.361","F","1","0","tap","rising tension","recruit_push","quick but readable pressure step Straight-beat revision: snapped to quarter-beat 96."
"47243","47.243","J","1","0","tap","rising tension","recruit_push","answer step Straight-beat revision: snapped to quarter-beat 98."
"47684","47.684","K","1","0","tap","rising tension","recruit_push","phrase close Straight-beat revision: snapped to quarter-beat 99."
"48567","48.567","D+J","2","0","chord","rising tension","recruit_offer_chord","argument lands on a late phrase accent Straight-beat revision: snapped to quarter-beat 101."
"49008","49.008","K","1","0","tap","rising tension","recruit_answer","tension phrase anchor follows a strong bar pulse Straight-beat revision: snapped to quarter-beat 102."
"49449","49.449","J","1","0","tap","rising tension","recruit_answer","quick but readable pressure step Straight-beat revision: snapped to quarter-beat 103."
"49890","49.890","F","1","0","tap","rising tension","recruit_answer","answer step Straight-beat revision: snapped to quarter-beat 104."
"50332","50.332","D","1","0","tap","rising tension","recruit_answer","phrase close Straight-beat revision: snapped to quarter-beat 105."
"51214","51.214","D","1","0","tap","rising tension","recruit_push","tension phrase anchor follows a strong bar pulse Straight-beat revision: snapped to quarter-beat 107."
"51655","51.655","F","1","0","tap","rising tension","recruit_push","quick but readable pressure step Straight-beat revision: snapped to quarter-beat 108."
"52537","52.537","J","1","0","tap","rising tension","recruit_push","answer step Straight-beat revision: snapped to quarter-beat 110."
"52979","52.979","K","1","0","tap","rising tension","recruit_push","phrase close Straight-beat revision: snapped to quarter-beat 111."
"53861","53.861","K","1","0","tap","rising tension","recruit_answer","tension phrase anchor follows a strong bar pulse Straight-beat revision: snapped to quarter-beat 113."
"54302","54.302","J","1","0","tap","rising tension","recruit_answer","quick but readable pressure step Straight-beat revision: snapped to quarter-beat 114."
"55184","55.184","F","1","0","tap","rising tension","recruit_answer","answer step Straight-beat revision: snapped to quarter-beat 116."
"55626","55.626","D","1","0","tap","rising tension","recruit_answer","phrase close Straight-beat revision: snapped to quarter-beat 117."
"56067","56.067","F+K","2","0","chord","rising tension","recruit_offer_chord","argument lands on a late phrase accent Straight-beat revision: snapped to quarter-beat 118."
"56508","56.508","D","1","0","tap","rising tension","recruit_push","tension phrase anchor follows a strong bar pulse Straight-beat revision: snapped to quarter-beat 119."
"56949","56.949","F","1","0","tap","rising tension","recruit_push","quick but readable pressure step Straight-beat revision: snapped to quarter-beat 120."
"57832","57.832","J","1","0","tap","rising tension","recruit_push","answer step Straight-beat revision: snapped to quarter-beat 122."
"58273","58.273","K","1","0","tap","rising tension","recruit_push","phrase close Straight-beat revision: snapped to quarter-beat 123."
"59155","59.155","D","1","0","tap","negotiation duel","recruit_duel","duel starts on the energetic negotiation section Straight-beat revision: snapped to quarter-beat 125."
"59596","59.596","F","1","0","tap","negotiation duel","recruit_duel","pressure pickup Straight-beat revision: snapped to quarter-beat 126."
"60037","60.037","J","1","0","tap","negotiation duel","recruit_duel","answer Straight-beat revision: snapped to quarter-beat 127."
"60920","60.920","D+J","2","0","chord","negotiation duel","recruit_duel","duel payoff chord Straight-beat revision: snapped to quarter-beat 129."
"61802","61.802","K","1","0","tap","negotiation duel","recruit_duel","counter-duel begins Straight-beat revision: snapped to quarter-beat 131."
"62243","62.243","J","1","0","tap","negotiation duel","recruit_duel","counter pressure Straight-beat revision: snapped to quarter-beat 132."
"62684","62.684","F","1","0","tap","negotiation duel","recruit_duel","left answer Straight-beat revision: snapped to quarter-beat 133."
"63567","63.567","F+K","2","0","chord","negotiation duel","recruit_duel","counter payoff chord Straight-beat revision: snapped to quarter-beat 135."
"64449","64.449","D","1","882","hold","negotiation duel","recruit_hold_suspense","offer hold in the central duel Straight-beat revision: snapped to quarter-beat 137."
"65332","65.332","J","1","0","tap","negotiation duel","recruit_hold_suspense","tap answer under tension Straight-beat revision: snapped to quarter-beat 139."
"65773","65.773","K","1","882","hold","negotiation duel","recruit_hold_suspense","K hesitation hold Straight-beat revision: snapped to quarter-beat 140."
"66655","66.655","F+J","2","0","chord","negotiation duel","recruit_hold_suspense","K hold resolves into F+J for clean playability Straight-beat revision: snapped to quarter-beat 142."
"67096","67.096","F","1","0","tap","negotiation duel","recruit_duel","color shift into the next question Straight-beat revision: snapped to quarter-beat 143."
"67537","67.537","J","1","0","tap","negotiation duel","recruit_duel","teasing answer Straight-beat revision: snapped to quarter-beat 144."
"68420","68.420","F+J","2","0","chord","negotiation duel","recruit_offer_chord","inner-lane spark matching the phrase color Straight-beat revision: snapped to quarter-beat 146."
"69743","69.743","K","1","0","tap","negotiation duel","recruit_duel","right-side push resumes Straight-beat revision: snapped to quarter-beat 149."
"70184","70.184","J","1","0","tap","negotiation duel","recruit_duel","counter pickup Straight-beat revision: snapped to quarter-beat 150."
"70626","70.626","F","1","0","tap","negotiation duel","recruit_duel","left answer Straight-beat revision: snapped to quarter-beat 151."
"71508","71.508","D","1","0","tap","negotiation duel","recruit_duel","single recovery before chord Straight-beat revision: snapped to quarter-beat 153."
"71949","71.949","D+K","2","0","chord","negotiation duel","recruit_offer_chord","outer-lane standoff accent Straight-beat revision: snapped to quarter-beat 154."
"73273","73.273","F","1","0","tap","negotiation duel","recruit_duel","brief recovery Straight-beat revision: snapped to quarter-beat 157."
"73714","73.714","J","1","0","tap","negotiation duel","recruit_duel","answer before cooling Straight-beat revision: snapped to quarter-beat 158."
"74596","74.596","K","1","0","tap","cooling glance","recruit_reset","cooling glance right anchor Straight-beat revision: snapped to quarter-beat 160."
"75920","75.920","J","1","0","tap","cooling glance","recruit_reset","soft thought Straight-beat revision: snapped to quarter-beat 163."
"76361","76.361","F","1","882","hold","cooling glance","recruit_reset","brief hold as the argument cools Straight-beat revision: snapped to quarter-beat 164."
"77243","77.243","D","1","0","tap","cooling glance","recruit_reset","calm left anchor Straight-beat revision: snapped to quarter-beat 166."
"78567","78.567","J","1","0","tap","cooling glance","recruit_reset","late answer Straight-beat revision: snapped to quarter-beat 169."
"79890","79.890","D","1","0","tap","cooling glance","recruit_reset","bar-29 energy gets a light tap instead of a spike Straight-beat revision: snapped to quarter-beat 172."
"80773","80.773","F","1","0","tap","cooling glance","recruit_reset","soft nudge Straight-beat revision: snapped to quarter-beat 174."
"81655","81.655","D+J","2","0","chord","cooling glance","recruit_offer_chord","small agreement accent before final persuasion Straight-beat revision: snapped to quarter-beat 176."
"82537","82.537","D","1","0","tap","last persuasion","recruit_push","final persuasion anchor follows the steady late-song pulse Straight-beat revision: snapped to quarter-beat 178."
"83420","83.420","F","1","0","tap","last persuasion","recruit_push","second step in the recognizable loop Straight-beat revision: snapped to quarter-beat 180."
"83861","83.861","J","1","0","tap","last persuasion","recruit_push","answering step Straight-beat revision: snapped to quarter-beat 181."
"84743","84.743","K","1","0","tap","last persuasion","recruit_push","single close keeps the phrase readable Straight-beat revision: snapped to quarter-beat 183."
"85184","85.184","K","1","0","tap","last persuasion","recruit_answer","final persuasion anchor follows the steady late-song pulse Straight-beat revision: snapped to quarter-beat 184."
"86067","86.067","J","1","0","tap","last persuasion","recruit_answer","second step in the recognizable loop Straight-beat revision: snapped to quarter-beat 186."
"86508","86.508","F","1","0","tap","last persuasion","recruit_answer","answering step Straight-beat revision: snapped to quarter-beat 187."
"87390","87.390","D","1","0","tap","last persuasion","recruit_answer","single close keeps the phrase readable Straight-beat revision: snapped to quarter-beat 189."
"87832","87.832","D","1","0","tap","last persuasion","recruit_push","final persuasion anchor follows the steady late-song pulse Straight-beat revision: snapped to quarter-beat 190."
"88273","88.273","F","1","0","tap","last persuasion","recruit_push","second step in the recognizable loop Straight-beat revision: snapped to quarter-beat 191."
"89155","89.155","J","1","0","tap","last persuasion","recruit_push","answering step Straight-beat revision: snapped to quarter-beat 193."
"90037","90.037","D+J","2","0","chord","last persuasion","recruit_offer_chord","late phrase chord reward Straight-beat revision: snapped to quarter-beat 195."
"90479","90.479","K","1","0","tap","last persuasion","recruit_answer","final persuasion anchor follows the steady late-song pulse Straight-beat revision: snapped to quarter-beat 196."
"90920","90.920","J","1","0","tap","last persuasion","recruit_answer","second step in the recognizable loop Straight-beat revision: snapped to quarter-beat 197."
"91802","91.802","F","1","0","tap","last persuasion","recruit_answer","answering step Straight-beat revision: snapped to quarter-beat 199."
"92684","92.684","D","1","0","tap","last persuasion","recruit_answer","single close keeps the phrase readable Straight-beat revision: snapped to quarter-beat 201."
"93126","93.126","D","1","0","tap","decision moment","recruit_push","final persuasion anchor follows the steady late-song pulse Straight-beat revision: snapped to quarter-beat 202."
"93567","93.567","F","1","0","tap","decision moment","recruit_push","second step in the recognizable loop Straight-beat revision: snapped to quarter-beat 203."
"94449","94.449","J","1","0","tap","decision moment","recruit_push","answering step Straight-beat revision: snapped to quarter-beat 205."
"95332","95.332","D+J","2","0","chord","decision moment","recruit_offer_chord","late phrase chord reward Straight-beat revision: snapped to quarter-beat 207."
"95773","95.773","K","1","0","tap","decision moment","recruit_answer","final persuasion anchor follows the steady late-song pulse Straight-beat revision: snapped to quarter-beat 208."
"96214","96.214","J","1","0","tap","decision moment","recruit_answer","second step in the recognizable loop Straight-beat revision: snapped to quarter-beat 209."
"97096","97.096","F","1","0","tap","decision moment","recruit_answer","answering step Straight-beat revision: snapped to quarter-beat 211."
"97537","97.537","F+K","2","0","chord","decision moment","recruit_offer_chord","late phrase chord reward Straight-beat revision: snapped to quarter-beat 212."
"98420","98.420","D","1","0","tap","decision moment","recruit_decision","decision section begins with a clear anchor Straight-beat revision: snapped to quarter-beat 214."
"99302","99.302","J","1","0","tap","decision moment","recruit_decision","answer on the phrase Straight-beat revision: snapped to quarter-beat 216."
"99743","99.743","D+K","2","0","chord","decision moment","recruit_decision","outer agreement chord Straight-beat revision: snapped to quarter-beat 217."
"101067","101.067","D","1","0","tap","decision moment","recruit_decision","late final anchor Straight-beat revision: snapped to quarter-beat 220."
"101949","101.949","J","1","0","tap","decision moment","recruit_decision","late final answer Straight-beat revision: snapped to quarter-beat 222."
"102832","102.832","D+J","2","0","chord","decision moment","recruit_decision","split agreement before the ending tail Straight-beat revision: snapped to quarter-beat 224."
"103273","103.273","F","1","0","tap","decision moment","recruit_decision","late persuasion tap, preserving the good ending timing Straight-beat revision: snapped to quarter-beat 225."
"104155","104.155","D+J","2","0","chord","decision moment","recruit_decision","late agreement chord before the required silence Straight-beat revision: snapped to quarter-beat 227."
"105920","105.920","F","1","0","tap","decision moment","recruit_decision","last audible final tap Straight-beat revision: snapped to quarter-beat 231."
"106802","106.802","D+J","2","0","chord","decision moment","recruit_decision","last chord, matching the existing clean finish before silence Straight-beat revision: snapped to quarter-beat 233."
